ID	Condition	sentence	noun_transparency	noun	Trial_Index_	RT	Accuracy
A4	D03_C2	Cree que su plato t’pico lleva demasiados ingredientes.	transp	plato	4	3627	1
A4	D19_C2	Descubre que su sombrero barato soporta la lluvia.	transp	sombrero	5	3045	1
A4	D15_C2	Explica que su tama–o mediano resulta m‡s pr‡ctico.	transp	tama–o	6	3005	1
A4	D27_C2	Anuncia que su vaso sucio disgusta al invitado.	transp	vaso	7	3543	0
A4	D23_C2	Avisa de que su templo sagrado tiene poderes m‡gicos.	transp	templo	8	2984	1
A4	D14_C3	Se–ala que la lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	9	3168	1
A4	D08_C1	Cuenta que la planta bonita gana el concurso.	transp	planta	10	2697	1
A4	D28_C1	Opina que la novela tr‡gica divide al pueblo.	transp	novela	11	2651	1
A4	D20_C1	Sostiene que la taberna oscura necesita m‡s luz.	transp	taberna	12	2942	1
A4	D29_C4	Cuenta que su lugar famoso representa su vida.	opaq	lugar	13	2856	1
A4	D21_C4	Demuestra que su malet’n caro resiste la lluvia.	opaq	malet’n	14	2400	1
A4	D30_C3	Declara que la tradici—n rara confunde al rey.	opaq	tradici—n	15	2666	1
A4	D06_C3	Piensa que la crisis larga produce insomnio.	opaq	crisis	16	1968	1
A4	D04_C1	Comenta que la silla rosada mejora la sala.	transp	silla	17	2090	1
A4	D17_C4	Sugiere que su pantal—n rojo llama la atenci—n.	opaq	pantal—n	18	2107	1
A4	D11_C2	Indica que su mercado peque–o contrata a estudiantes.	transp	mercado	19	2830	1
A4	D26_C3	Piensa que la religi—n estricta molesta al joven.	opaq	religi—n	20	2655	1
A4	D09_C4	Declara que su cami—n antiguo contamina el ambiente.	opaq	cami—n	21	2589	1
A4	D10_C3	Menciona que la nariz dorada causa sorpresa.	opaq	nariz	22	2254	1
A4	D13_C4	Opina que su collar negro cautiva al cliente.	opaq	collar	23	2596	1
A4	D25_C4	Comenta que su sill—n blanco demanda mucho cuidado.	opaq	sill—n	24	2624	1
A4	D12_C1	Aclara que la palabra secreta resuelve el misterio.	transp	palabra	25	2995	1
A4	D02_C3	Avisa de que la conexi—n moderna repara el sistema.	opaq	conexi—n	26	2477	1
A4	D01_C4	Dice que su proyector nuevo cuesta mucho dinero.	opaq	proyector	27	2751	1
A4	D32_C1	Indica que la revista c—mica divierte a todos.	transp	revista	28	2402	1
A4	D16_C1	Aclara que la escuela pœblica trae problemas.	transp	escuela	29	2466	1
A4	D24_C1	Cree que la cena mala decepciona al padre.	transp	cena	30	2528	1
A4	D18_C3	Manifiesta que la mansi—n preciosa sorprende al hombre.	opaq	mansi—n	31	2783	1
A4	D22_C3	Dice que la naci—n limpia recibe m‡s turistas.	opaq	naci—n	32	2860	1
A4	D31_C2	Menciona que su bolso morado lidera las ventas.	transp	bolso	33	2489	1
A8	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	9266	0
A8	D29_C4	Cuenta que su lugar famoso representa su vida.	opaq	lugar	2	2636	1
A8	D05_C4	Anuncia que su cristal roto crea m‡s basura.	opaq	cristal	3	2551	0
A8	D23_C2	Avisa de que su templo sagrado tiene poderes m‡gicos.	transp	templo	4	2104	1
A8	D21_C4	Demuestra que su malet’n caro resiste la lluvia.	opaq	malet’n	5	2312	0
A8	D20_C1	Sostiene que la taberna oscura necesita m‡s luz.	transp	taberna	6	1887	1
A8	D14_C3	Se–ala que la lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	7	1787	1
A8	D16_C1	Aclara que la escuela pœblica trae problemas.	transp	escuela	8	1842	1
A8	D26_C3	Piensa que la religi—n estricta molesta al joven.	opaq	religi—n	9	2770	1
A8	D01_C4	Dice que su proyector nuevo cuesta mucho dinero.	opaq	proyector	10	2097	0
A8	D27_C2	Anuncia que su vaso sucio disgusta al invitado.	transp	vaso	11	2327	1
A8	D13_C4	Opina que su collar negro cautiva al cliente.	opaq	collar	12	2794	0
A8	D07_C2	Descubre que su teclado bueno vale menos dinero.	transp	teclado	13	2809	1
A8	D25_C4	Comenta que su sill—n blanco demanda mucho cuidado.	opaq	sill—n	14	2885	0
A8	D31_C2	Menciona que su bolso morado lidera las ventas.	transp	bolso	15	2982	1
A8	D10_C3	Menciona que la nariz dorada causa sorpresa.	opaq	nariz	16	1818	1
A8	D28_C1	Opina que la novela tr‡gica divide al pueblo.	transp	novela	17	2666	1
A8	D11_C2	Indica que su mercado peque–o contrata a estudiantes.	transp	mercado	18	3402	1
A8	D32_C1	Indica que la revista c—mica divierte a todos.	transp	revista	19	2966	1
A8	D22_C3	Dice que la naci—n limpia recibe m‡s turistas.	opaq	naci—n	20	2999	1
A8	D03_C2	Cree que su plato t’pico lleva demasiados ingredientes.	transp	plato	21	3420	1
A8	D02_C3	Avisa de que la conexi—n moderna repara el sistema.	opaq	conexi—n	22	2754	1
A8	D06_C3	Piensa que la crisis larga produce insomnio.	opaq	crisis	23	2309	1
A8	D24_C1	Cree que la cena mala decepciona al padre.	transp	cena	24	2388	1
A8	D19_C2	Descubre que su sombrero barato soporta la lluvia.	transp	sombrero	25	3477	0
A8	D17_C4	Sugiere que su pantal—n rojo llama la atenci—n.	opaq	pantal—n	26	1693	0
A8	D08_C1	Cuenta que la planta bonita gana el concurso.	transp	planta	27	1660	1
A8	D12_C1	Aclara que la palabra secreta resuelve el misterio.	transp	palabra	28	1556	1
A8	D09_C4	Declara que su cami—n antiguo contamina el ambiente.	opaq	cami—n	29	1574	0
A8	D15_C2	Explica que su tama–o mediano resulta m‡s pr‡ctico.	transp	tama–o	30	2767	1
A8	D30_C3	Declara que la tradici—n rara confunde al rey.	opaq	tradici—n	31	1756	1
A8	D18_C3	Manifiesta que la mansi—n preciosa sorprende al hombre.	opaq	mansi—n	32	2535	1
A8	D04_C1	Comenta que la silla rosada mejora la sala.	transp	silla	33	1283	1
B3	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	4919	1
B3	D12_C3	Aclara que la imagen secreta resuelve el misterio.	opaq	imagen	2	1602	1
B3	D30_C1	Declara que la l‡mpara rara confunde al rey.	transp	l‡mpara	3	1324	1
B3	D16_C3	Aclara que la opini—n pœblica trae problemas.	opaq	opini—n	4	1504	1
B3	D21_C2	Demuestra que su zapato caro resiste la lluvia.	transp	zapato	5	1624	1
B3	D11_C4	Indica que su hospital peque–o contrata a estudiantes.	opaq	hospital	6	1762	0
B3	D07_C4	Descubre que su borrador bueno vale menos dinero.	opaq	borrador	7	1687	0
B3	D26_C1	Piensa que la iglesia estricta molesta al joven.	transp	iglesia	8	1572	1
B3	D10_C1	Menciona que la falda dorada causa sorpresa.	transp	falda	9	1621	1
B3	D22_C1	Dice que la sala limpia recibe m‡s turistas.	transp	sala	10	1564	1
B3	D06_C1	Piensa que la charla larga produce insomnio.	transp	charla	11	1480	1
B3	D15_C4	Explica que su cintur—n mediano resulta m‡s pr‡ctico.	opaq	cintur—n	12	1793	0
B3	D01_C2	Dice que su colegio nuevo cuesta mucho dinero.	transp	colegio	13	1668	1
B3	D29_C2	Cuenta que su cuadro famoso representa su vida.	transp	cuadro	14	1572	1
B3	D04_C3	Comenta que la pared rosada mejora la sala.	opaq	pared	15	1793	1
B3	D23_C4	Avisa de que su metal sagrado tiene poderes m‡gicos.	opaq	metal	16	1654	0
B3	D08_C3	Cuenta que la canci—n bonita gana el concurso.	opaq	canci—n	17	1534	1
B3	D14_C1	Se–ala que la fiesta perfecta requiere preparaci—n.	transp	fiesta	18	1802	1
B3	D28_C3	Opina que la situaci—n tr‡gica divide al pueblo.	opaq	situaci—n	19	2016	1
B3	D02_C1	Avisa de que la m‡quina moderna repara el sistema.	transp	m‡quina	20	1477	1
B3	D27_C4	Anuncia que su jard’n sucio disgusta al invitado.	opaq	jard’n	21	1684	0
B3	D05_C2	Anuncia que su palo roto crea m‡s basura.	transp	palo	22	1435	1
B3	D03_C4	Cree que su pastel t’pico lleva demasiados ingredientes.	opaq	pastel	23	1733	0
B3	D24_C3	Cree que la acci—n mala decepciona al padre.	opaq	acci—n	24	1385	1
B3	D25_C2	Comenta que su suelo blanco demanda mucho cuidado.	transp	suelo	25	1263	1
B3	D32_C3	Indica que la reuni—n c—mica divierte a todos.	opaq	reuni—n	26	1428	1
B3	D09_C2	Declara que su carro antiguo contamina el ambiente.	transp	carro	27	1617	1
B3	D31_C4	Menciona que su ma’z morado lidera las ventas.	opaq	ma’z	28	1499	0
B3	D19_C4	Descubre que su paraguas barato soporta la lluvia.	opaq	paraguas	29	1833	0
B3	D17_C2	Sugiere que su anillo rojo llama la atenci—n.	transp	anillo	30	1506	1
B3	D20_C3	Sostiene que la estaci—n oscura necesita m‡s luz.	opaq	estaci—n	31	1802	1
B3	D13_C2	Opina que su cuero negro cautiva al cliente.	transp	cuero	32	1568	1
B3	D18_C1	Manifiesta que la piedra preciosa sorprende al hombre.	transp	piedra	33	2608	1
A37	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	8281	1
A37	D05_C1	Anuncia que el palo roto crea m‡s basura.	transp	palo	2	2587	1
A37	D29_C1	Cuenta que el cuadro famoso representa su vida.	transp	cuadro	3	3151	1
A37	D13_C1	Opina que el cuero negro cautiva al cliente.	transp	cuero	4	3516	1
A37	D07_C3	Descubre que el borrador bueno vale menos dinero.	opaq	borrador	5	2837	1
A37	D14_C4	Se–ala que su lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	6	3353	1
A37	D16_C2	Aclara que su escuela pœbica trae problemas.	transp	escuea	7	2907	1
A37	D22_C4	Dice que su naci—n limpia recibe m‡s turistas.	opaq	naci—n	8	2710	1
A37	D18_C4	Manifiesta que su mansi—n preciosa sorprende al hombre.	opaq	mansi—n	9	3420	0
A37	D02_C4	Avisa de que su conexi—n moderna repara el sistema.	opaq	conexi—n	10	2927	1
A37	D31_C3	Menciona que el ma’z morado lidera las ventas.	opaq	ma’z	11	2777	1
A37	D01_C1	Dice que el colegio nuevo cuesta mucho dinero.	transp	colegio	12	3453	1
A37	D08_C2	Cuenta que su planta bonita gana el concurso.	transp	planta	13	3048	1
A37	D10_C4	Menciona que su nariz dorada causa sorpresa.	opaq	nariz	14	3265	1
A37	D12_C2	Aclara que su palabra secreta resuelve el misterio.	transp	palabra	15	3571	1
A37	D19_C3	Descubre que el paraguas barato soporta la lluvia.	opaq	paraguas	16	3146	1
A37	D04_C2	Comenta que su silla rosada mejora la sala.	transp	silla	17	5729	1
A37	D15_C3	Explica que el cintur—n mediano resulta m‡s pr‡ctico.	opaq	cintur—n	18	3177	1
A37	D03_C3	Cree que el pastel t’pico lleva demasiados ingredientes.	opaq	pastel	19	2333	1
A37	D28_C2	Opina que su novela tr‡gica divide al pueblo.	transp	novela	20	3965	1
A37	D11_C3	Indica que el hospital peque–o contrata a estudiantes.	opaq	hospital	21	4717	0
A37	D30_C4	Declara que su tradici—n rara confunde al rey.	opaq	tradici—n	22	2943	1
A37	D09_C1	Declara que el carro antiguo contamina el ambiente.	transp	carro	23	5085	0
A37	D06_C4	Piensa que su crisis larga produce insomnio.	opaq	crisis	24	4158	1
A37	D23_C3	Avisa de que el metal sagrado tiene poderes m‡gicos.	opaq	metal	25	3457	1
A37	D20_C2	Sostiene que su taberna oscura necesita m‡s luz.	transp	taberna	26	3028	1
A37	D32_C2	Indica que su revista c—mica divierte a todos.	transp	revista	27	2809	1
A37	D25_C1	Comenta que el suelo blanco demanda mucho cuidado.	transp	suelo	28	4020	0
A37	D26_C4	Piensa que su religi—n estricta molesta al joven.	opaq	religi—n	29	5063	0
A37	D24_C2	Cree que su cena mala decepciona al padre.	transp	cena	30	2498	1
A37	D27_C3	Anuncia que el jard’n sucio disgusta al invitado.	opaq	jard’n	31	2995	1
A37	D17_C1	Sugiere que el anillo rojo llama la atenci—n.	transp	anillo	32	2348	1
A37	D21_C1	Demuestra que el zapato caro resiste la lluvia.	transp	zapato	33	2508	1
A38	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	5515	1
A38	D26_C1	Piensa que la iglesia estricta molesta al joven.	transp	iglesia	2	1848	1
A38	D31_C4	Menciona que su ma’z morado lidera las ventas.	opaq	ma’z	3	1452	1
A38	D09_C2	Declara que su carro antiguo contamina el ambiente.	transp	carro	4	1565	1
A38	D29_C2	Cuenta que su cuadro famoso representa su vida.	transp	cuadro	5	2426	0
A38	D24_C3	Cree que la acci—n mala decepciona al padre.	opaq	acci—n	6	2134	1
A38	D15_C4	Explica que su cintur—n mediano resulta m‡s pr‡ctico.	opaq	cintur—n	7	2730	1
A38	D19_C4	Descubre que su paraguas barato soporta la lluvia.	opaq	paraguas	8	1950	1
A38	D20_C3	Sostiene que la estaci—n oscura necesita m‡s luz.	opaq	estaci—n	9	2369	1
A38	D03_C4	Cree que su pastel t’pico lleva demasiados ingredientes.	opaq	pastel	10	1659	1
A38	D28_C3	Opina que la situaci—n tr‡gica divide al pueblo.	opaq	situaci—n	11	2053	1
A38	D22_C1	Dice que la sala limpia recibe m‡s turistas.	transp	sala	12	1713	1
A38	D11_C4	Indica que su hospital peque–o contrata a estudiantes.	opaq	hospital	13	1704	1
A38	D14_C1	Se–ala que la fiesta perfecta requiere preparaci—n.	transp	fiesta	14	1938	1
A38	D30_C1	Declara que la l‡mpara rara confunde al rey.	transp	l‡mpara	15	1400	1
A38	D10_C1	Menciona que la falda dorada causa sorpresa.	transp	falda	16	1550	1
A38	D06_C1	Piensa que la charla larga produce insomnio.	transp	charla	17	1396	1
A38	D25_C2	Comenta que su suelo blanco demanda mucho cuidado.	transp	suelo	18	1349	1
A38	D17_C2	Sugiere que su anillo rojo llama la atenci—n.	transp	anillo	19	1414	1
A38	D12_C3	Aclara que la imagen secreta resuelve el misterio.	opaq	imagen	20	1520	1
A38	D05_C2	Anuncia que su palo roto crea m‡s basura.	transp	palo	21	1257	1
A38	D07_C4	Descubre que su borrador bueno vale menos dinero.	opaq	borrador	22	1661	0
A38	D08_C3	Cuenta que la canci—n bonita gana el concurso.	opaq	canci—n	23	1938	1
A38	D32_C3	Indica que la reuni—n c—mica divierte a todos.	opaq	reuni—n	24	1630	1
A38	D16_C3	Aclara que la opini—n pœblica trae problemas.	opaq	opini—n	25	1542	1
A38	D27_C4	Anuncia que su jard’n sucio disgusta al invitado.	opaq	jard’n	26	1727	1
A38	D02_C1	Avisa de que la m‡quina moderna repara el sistema.	transp	m‡quina	27	1615	1
A38	D18_C1	Manifiesta que la piedra preciosa sorprende al hombre.	transp	piedra	28	1580	1
A38	D13_C2	Opina que su cuero negro cautiva al cliente.	transp	cuero	29	1292	1
A38	D04_C3	Comenta que la pared rosada mejora la sala.	opaq	pared	30	1348	1
A38	D23_C4	Avisa de que su metal sagrado tiene poderes m‡gicos.	opaq	metal	31	4681	1
A38	D01_C2	Dice que su colegio nuevo cuesta mucho dinero.	transp	colegio	32	1558	1
A38	D21_C2	Demuestra que su zapato caro resiste la lluvia.	transp	zapato	33	1469	1
A40	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	4728	1
A40	D08_C1	Cuenta que la planta bonita gana el concurso.	transp	planta	2	1316	1
A40	D12_C1	Aclara que la palabra secreta resuelve el misterio.	transp	palabra	3	1806	1
A40	D28_C1	Opina que la novela tr‡gica divide al pueblo.	transp	novela	4	1795	1
A40	D16_C1	Aclara que la escuela pœblica trae problemas.	transp	escuela	5	1671	1
A40	D18_C3	Manifiesta que la mansi—n preciosa sorprende al hombre.	opaq	mansi—n	6	2350	0
A40	D19_C2	Descubre que su sombrero barato soporta la lluvia.	transp	sombrero	7	1616	1
A40	D22_C3	Dice que la naci—n limpia recibe m‡s turistas.	opaq	naci—n	8	1454	1
A40	D10_C3	Menciona que la nariz dorada causa sorpresa.	opaq	nariz	9	1535	1
A40	D31_C2	Menciona que su bolso morado lidera las ventas.	transp	bolso	10	1240	1
A40	D32_C1	Indica que la revista c—mica divierte a todos.	transp	revista	11	1446	1
A40	D24_C1	Cree que la cena mala decepciona al padre.	transp	cena	12	1338	1
A40	D17_C4	Sugiere que su pantal—n rojo llama la atenci—n.	opaq	pantal—n	13	1429	1
A40	D30_C3	Declara que la tradici—n rara confunde al rey.	opaq	tradici—n	14	2007	1
A40	D21_C4	Demuestra que su malet’n caro resiste la lluvia.	opaq	malet’n	15	1442	1
A40	D01_C4	Dice que su proyector nuevo cuesta mucho dinero.	opaq	proyector	16	1629	1
A40	D27_C2	Anuncia que su vaso sucio disgusta al invitado.	transp	vaso	17	1614	1
A40	D07_C2	Descubre que su teclado bueno vale menos dinero.	transp	teclado	18	1488	1
A40	D04_C1	Comenta que la silla rosada mejora la sala.	transp	silla	19	1146	1
A40	D25_C4	Comenta que su sill—n blanco demanda mucho cuidado.	opaq	sill—n	20	1250	1
A40	D03_C2	Cree que su plato t’pico lleva demasiados ingredientes.	transp	plato	21	1643	1
A40	D09_C4	Declara que su cami—n antiguo contamina el ambiente.	opaq	cami—n	22	1635	1
A40	D20_C1	Sostiene que la taberna oscura necesita m‡s luz.	transp	taberna	23	1589	1
A40	D15_C2	Explica que su tama–o mediano resulta m‡s pr‡ctico.	transp	tama–o	24	2995	0
A40	D06_C3	Piensa que la crisis larga produce insomnio.	opaq	crisis	25	1321	1
A40	D14_C3	Se–ala que la lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	26	1307	1
A40	D29_C4	Cuenta que su lugar famoso representa su vida.	opaq	lugar	27	1557	0
A40	D13_C4	Opina que su collar negro cautiva al cliente.	opaq	collar	28	1570	1
A40	D05_C4	Anuncia que su cristal roto crea m‡s basura.	opaq	cristal	29	1880	1
A40	D11_C2	Indica que su mercado peque–o contrata a estudiantes.	transp	mercado	30	2231	1
A40	D23_C2	Avisa de que su templo sagrado tiene poderes m‡gicos.	transp	templo	31	1957	1
A40	D02_C3	Avisa de que la conexi—n moderna repara el sistema.	opaq	conexi—n	32	1542	1
A40	D26_C3	Piensa que la religi—n estricta molesta al joven.	opaq	religi—n	33	1589	1
A41	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	4703	1
A41	D16_C2	Aclara que su escuela pœbica trae problemas.	transp	escuea	2	1749	1
A41	D09_C1	Declara que el carro antiguo contamina el ambiente.	transp	carro	3	1538	1
A41	D22_C4	Dice que su naci—n limpia recibe m‡s turistas.	opaq	naci—n	4	1668	1
A41	D01_C1	Dice que el colegio nuevo cuesta mucho dinero.	transp	colegio	5	1483	1
A41	D11_C3	Indica que el hospital peque–o contrata a estudiantes.	opaq	hospital	6	1444	0
A41	D02_C4	Avisa de que su conexi—n moderna repara el sistema.	opaq	conexi—n	7	1933	1
A41	D32_C2	Indica que su revista c—mica divierte a todos.	transp	revista	8	1711	1
A41	D19_C3	Descubre que el paraguas barato soporta la lluvia.	opaq	paraguas	9	1694	1
A41	D04_C2	Comenta que su silla rosada mejora la sala.	transp	silla	10	1557	1
A41	D25_C1	Comenta que el suelo blanco demanda mucho cuidado.	transp	suelo	11	1362	1
A41	D12_C2	Aclara que su palabra secreta resuelve el misterio.	transp	palabra	12	1647	1
A41	D10_C4	Menciona que su nariz dorada causa sorpresa.	opaq	nariz	13	1455	1
A41	D29_C1	Cuenta que el cuadro famoso representa su vida.	transp	cuadro	14	2082	1
A41	D06_C4	Piensa que su crisis larga produce insomnio.	opaq	crisis	15	1228	1
A41	D31_C3	Menciona que el ma’z morado lidera las ventas.	opaq	ma’z	16	1386	1
A41	D14_C4	Se–ala que su lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	17	1830	1
A41	D23_C3	Avisa de que el metal sagrado tiene poderes m‡gicos.	opaq	metal	18	1473	1
A41	D27_C3	Anuncia que el jard’n sucio disgusta al invitado.	opaq	jard’n	19	2079	1
A41	D07_C3	Descubre que el borrador bueno vale menos dinero.	opaq	borrador	20	1531	1
A41	D03_C3	Cree que el pastel t’pico lleva demasiados ingredientes.	opaq	pastel	21	1355	1
A41	D15_C3	Explica que el cintur—n mediano resulta m‡s pr‡ctico.	opaq	cintur—n	22	2207	1
A41	D05_C1	Anuncia que el palo roto crea m‡s basura.	transp	palo	23	1291	1
A41	D18_C4	Manifiesta que su mansi—n preciosa sorprende al hombre.	opaq	mansi—n	24	2780	0
A41	D21_C1	Demuestra que el zapato caro resiste la lluvia.	transp	zapato	25	1517	1
A41	D13_C1	Opina que el cuero negro cautiva al cliente.	transp	cuero	26	1085	1
A41	D28_C2	Opina que su novela tr‡gica divide al pueblo.	transp	novela	27	1520	1
A41	D20_C2	Sostiene que su taberna oscura necesita m‡s luz.	transp	taberna	28	2018	1
A41	D17_C1	Sugiere que el anillo rojo llama la atenci—n.	transp	anillo	29	1271	1
A41	D24_C2	Cree que su cena mala decepciona al padre.	transp	cena	30	1340	1
A41	D08_C2	Cuenta que su planta bonita gana el concurso.	transp	planta	31	1513	1
A41	D26_C4	Piensa que su religi—n estricta molesta al joven.	opaq	religi—n	32	1759	1
A41	D30_C4	Declara que su tradici—n rara confunde al rey.	opaq	tradici—n	33	1734	1
A44	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	5610	1
A44	D30_C3	Declara que la tradici—n rara confunde al rey.	opaq	tradici—n	2	2604	1
A44	D07_C2	Descubre que su teclado bueno vale menos dinero.	transp	teclado	3	2587	1
A44	D02_C3	Avisa de que la conexi—n moderna repara el sistema.	opaq	conexi—n	4	2002	1
A44	D13_C4	Opina que su collar negro cautiva al cliente.	opaq	collar	5	1946	1
A44	D24_C1	Cree que la cena mala decepciona al padre.	transp	cena	6	1809	1
A44	D16_C1	Aclara que la escuela pœblica trae problemas.	transp	escuela	7	1897	1
A44	D28_C1	Opina que la novela tr‡gica divide al pueblo.	transp	novela	8	1846	1
A44	D25_C4	Comenta que su sill—n blanco demanda mucho cuidado.	opaq	sill—n	9	1981	1
A44	D27_C2	Anuncia que su vaso sucio disgusta al invitado.	transp	vaso	10	2078	1
A44	D15_C2	Explica que su tama–o mediano resulta m‡s pr‡ctico.	transp	tama–o	11	2657	1
A44	D12_C1	Aclara que la palabra secreta resuelve el misterio.	transp	palabra	12	1772	1
A44	D03_C2	Cree que su plato t’pico lleva demasiados ingredientes.	transp	plato	13	1687	1
A44	D08_C1	Cuenta que la planta bonita gana el concurso.	transp	planta	14	1638	1
A44	D18_C3	Manifiesta que la mansi—n preciosa sorprende al hombre.	opaq	mansi—n	15	1928	1
A44	D23_C2	Avisa de que su templo sagrado tiene poderes m‡gicos.	transp	templo	16	1770	1
A44	D10_C3	Menciona que la nariz dorada causa sorpresa.	opaq	nariz	17	1367	1
A44	D26_C3	Piensa que la religi—n estricta molesta al joven.	opaq	religi—n	18	1717	1
A44	D04_C1	Comenta que la silla rosada mejora la sala.	transp	silla	19	1355	1
A44	D05_C4	Anuncia que su cristal roto crea m‡s basura.	opaq	cristal	20	1671	1
A44	D09_C4	Declara que su cami—n antiguo contamina el ambiente.	opaq	cami—n	21	1609	1
A44	D06_C3	Piensa que la crisis larga produce insomnio.	opaq	crisis	22	1445	1
A44	D32_C1	Indica que la revista c—mica divierte a todos.	transp	revista	23	1704	1
A44	D01_C4	Dice que su proyector nuevo cuesta mucho dinero.	opaq	proyector	24	1621	1
A44	D31_C2	Menciona que su bolso morado lidera las ventas.	transp	bolso	25	1460	1
A44	D17_C4	Sugiere que su pantal—n rojo llama la atenci—n.	opaq	pantal—n	26	1586	1
A44	D14_C3	Se–ala que la lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	27	1687	1
A44	D29_C4	Cuenta que su lugar famoso representa su vida.	opaq	lugar	28	2342	1
A44	D20_C1	Sostiene que la taberna oscura necesita m‡s luz.	transp	taberna	29	1603	1
A44	D11_C2	Indica que su mercado peque–o contrata a estudiantes.	transp	mercado	30	1690	1
A44	D19_C2	Descubre que su sombrero barato soporta la lluvia.	transp	sombrero	31	1754	1
A44	D21_C4	Demuestra que su malet’n caro resiste la lluvia.	opaq	malet’n	32	1587	1
A44	D22_C3	Dice que la naci—n limpia recibe m‡s turistas.	opaq	naci—n	33	1602	1
A47	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	5760	1
A47	D29_C3	Cuenta que el lugar famoso representa su vida.	opaq	lugar	2	3210	0
A47	D04_C4	Comenta que su pared rosada mejora la sala.	opaq	pared	3	2969	1
A47	D11_C1	Indica que el mercado peque–o contrata a estudiantes.	transp	mercado	4	3327	1
A47	D17_C3	Sugiere que el pantal—n rojo llama la atenci—n.	opaq	pantal—n	5	2656	1
A47	D21_C3	Demuestra que el malet’n caro resiste la lluvia.	opaq	malet’n	6	2893	1
A47	D31_C1	Menciona que el bolso morado lidera las ventas.	transp	bolso	7	2825	1
A47	D14_C2	Se–ala que su fiesta perfecta requiere preparaci—n.	transp	fiesta	8	3148	1
A47	D16_C4	Aclara que su opini—n pœblica trae problemas.	opaq	opini—n	9	3029	1
A47	D28_C4	Opina que su situaci—n tr‡gica divide al pueblo.	opaq	situaci—n	10	2946	1
A47	D22_C2	Dice que su sala limpia recibe m‡s turistas.	transp	sala	11	2835	1
A47	D02_C2	Avisa de que su m‡quina moderna repara el sistema.	transp	m‡quina	12	2687	1
A47	D19_C1	Descubre que el sombrero barato soporta la lluvia.	transp	sombrero	13	2783	1
A47	D12_C4	Aclara que su imagen secreta resuelve el misterio.	opaq	imagen	14	2902	1
A47	D10_C2	Menciona que su falda dorada causa sorpresa.	transp	falda	15	3189	1
A47	D26_C2	Piensa que su iglesia estricta molesta al joven.	transp	iglesia	16	2814	1
A47	D15_C1	Explica que el tama–o mediano resulta m‡s pr‡ctico.	transp	tama–o	17	2929	1
A47	D23_C1	Avisa de que el templo sagrado tiene poderes m‡gicos.	transp	templo	18	3388	1
A47	D09_C3	Declara que el cami—n antiguo contamina el ambiente.	opaq	cami—n	19	3038	1
A47	D06_C2	Piensa que su charla larga produce insomnio.	transp	charla	20	2484	1
A47	D01_C3	Dice que el proyector nuevo cuesta mucho dinero.	opaq	proyector	21	3059	1
A47	D08_C4	Cuenta que su canci—n bonita gana el concurso.	opaq	canci—n	22	3075	1
A47	D18_C2	Manifiesta que su piedra preciosa sorprende al hombre.	transp	piedra	23	3827	1
A47	D24_C4	Cree que su acci—n mala decepciona al padre.	opaq	acci—n	24	2844	1
A47	D05_C3	Anuncia que el cristal roto crea m‡s basura.	opaq	cristal	25	2480	1
A47	D03_C1	Cree que el plato t’pico lleva demasiados ingredientes.	transp	plato	26	3078	1
A47	D27_C1	Anuncia que el vaso sucio disgusta al invitado.	transp	vaso	27	2933	1
A47	D32_C4	Indica que su reuni—n c—mica divierte a todos.	opaq	reuni—n	28	2856	1
A47	D13_C3	Opina que el collar negro cautiva al cliente.	opaq	collar	29	2698	1
A47	D30_C2	Declara que su l‡mpara rara confunde al rey.	transp	l‡mpara	30	3073	1
A47	D25_C3	Comenta que el sill—n blanco demanda mucho cuidado.	opaq	sill—n	31	2841	1
A47	D07_C1	Descubre que el teclado bueno vale menos dinero.	transp	teclado	32	2666	1
A47	D20_C4	Sostiene que su estaci—n oscura necesita m‡s luz.	opaq	estaci—n	33	3960	1
A48	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	6053	1
A48	D26_C3	Piensa que la religi—n estricta molesta al joven.	opaq	religi—n	2	1949	1
A48	D22_C3	Dice que la naci—n limpia recibe m‡s turistas.	opaq	naci—n	3	1812	1
A48	D07_C2	Descubre que su teclado bueno vale menos dinero.	transp	teclado	4	1752	1
A48	D14_C3	Se–ala que la lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	5	1656	1
A48	D17_C4	Sugiere que su pantal—n rojo llama la atenci—n.	opaq	pantal—n	6	1616	1
A48	D24_C1	Cree que la cena mala decepciona al padre.	transp	cena	7	1275	1
