"","Session","ID","Condition","sentence","noun_transparency","noun","Item","RT","Accuracy"
"309","A","4","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",12,2942,1
"310","A","4","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",13,2856,1
"311","A","4","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",14,2400,1
"312","A","4","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",15,2666,1
"313","A","4","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",16,1968,1
"314","A","4","C1","Comenta que la silla rosada mejora la sala.","transp","silla",17,2090,1
"315","A","4","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",18,2107,1
"316","A","4","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",19,2830,1
"317","A","4","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",20,2655,1
"318","A","4","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",21,2589,1
"319","A","4","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",22,2254,1
"320","A","4","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",23,2596,1
"321","A","4","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",24,2624,1
"322","A","4","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",25,2995,1
"323","A","4","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",26,2477,1
"324","A","4","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",27,2751,1
"325","A","4","C1","Indica que la revista cómica divierte a todos.","transp","revista",28,2402,1
"326","A","4","C1","Aclara que la escuela pública trae problemas.","transp","escuela",29,2466,1
"327","A","4","C1","Cree que la cena mala decepciona al padre.","transp","cena",30,2528,1
"328","A","4","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",31,2783,1
"329","A","4","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",32,2860,1
"330","A","4","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",33,2489,1
"331","A","8","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,9266,0
"332","A","8","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",2,2636,1
"333","A","8","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",3,2551,0
"334","A","8","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",4,2104,1
"335","A","8","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",5,2312,0
"336","A","8","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",6,1887,1
"337","A","8","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",7,1787,1
"338","A","8","C1","Aclara que la escuela pública trae problemas.","transp","escuela",8,1842,1
"339","A","8","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",9,2770,1
"340","A","8","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",10,2097,0
"341","A","8","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",11,2327,1
"342","A","8","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",12,2794,0
"343","A","8","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",13,2809,1
"344","A","8","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",14,2885,0
"345","A","8","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",15,2982,1
"346","A","8","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",16,1818,1
"347","A","8","C1","Opina que la novela trágica divide al pueblo.","transp","novela",17,2666,1
"348","A","8","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",18,3402,1
"349","A","8","C1","Indica que la revista cómica divierte a todos.","transp","revista",19,2966,1
"350","A","8","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",20,2999,1
"351","A","8","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",21,3420,1
"352","A","8","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",22,2754,1
"353","A","8","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",23,2309,1
"354","A","8","C1","Cree que la cena mala decepciona al padre.","transp","cena",24,2388,1
"355","A","8","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",25,3477,0
"356","A","8","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",26,1693,0
"357","A","8","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",27,1660,1
"358","A","8","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",28,1556,1
"359","A","8","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",29,1574,0
"360","A","8","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",30,2767,1
"361","A","8","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",31,1756,1
"362","A","8","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",32,2535,1
"363","A","8","C1","Comenta que la silla rosada mejora la sala.","transp","silla",33,1283,1
"364","B","3","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4919,1
"365","B","3","C3","Aclara que la imagen secreta resuelve el misterio.","opaq","imagen",2,1602,1
"366","B","3","C1","Declara que la lámpara rara confunde al rey.","transp","lámpara",3,1324,1
"367","B","3","C3","Aclara que la opinión pública trae problemas.","opaq","opinión",4,1504,1
"368","B","3","C2","Demuestra que su zapato caro resiste la lluvia.","transp","zapato",5,1624,1
"369","B","3","C4","Indica que su hospital pequeño contrata a estudiantes.","opaq","hospital",6,1762,0
"370","B","3","C4","Descubre que su borrador bueno vale menos dinero.","opaq","borrador",7,1687,0
"371","B","3","C1","Piensa que la iglesia estricta molesta al joven.","transp","iglesia",8,1572,1
"372","B","3","C1","Menciona que la falda dorada causa sorpresa.","transp","falda",9,1621,1
"373","B","3","C1","Dice que la sala limpia recibe más turistas.","transp","sala",10,1564,1
"374","B","3","C1","Piensa que la charla larga produce insomnio.","transp","charla",11,1480,1
"375","B","3","C4","Explica que su cinturón mediano resulta más práctico.","opaq","cinturón",12,1793,0
"376","B","3","C2","Dice que su colegio nuevo cuesta mucho dinero.","transp","colegio",13,1668,1
"377","B","3","C2","Cuenta que su cuadro famoso representa su vida.","transp","cuadro",14,1572,1
"378","B","3","C3","Comenta que la pared rosada mejora la sala.","opaq","pared",15,1793,1
"379","B","3","C4","Avisa de que su metal sagrado tiene poderes mágicos.","opaq","metal",16,1654,0
"380","B","3","C3","Cuenta que la canción bonita gana el concurso.","opaq","canción",17,1534,1
"381","B","3","C1","Señala que la fiesta perfecta requiere preparación.","transp","fiesta",18,1802,1
"382","B","3","C3","Opina que la situación trágica divide al pueblo.","opaq","situación",19,2016,1
"383","B","3","C1","Avisa de que la máquina moderna repara el sistema.","transp","máquina",20,1477,1
"384","B","3","C4","Anuncia que su jardín sucio disgusta al invitado.","opaq","jardín",21,1684,0
"385","B","3","C2","Anuncia que su palo roto crea más basura.","transp","palo",22,1435,1
"386","B","3","C4","Cree que su pastel típico lleva demasiados ingredientes.","opaq","pastel",23,1733,0
"387","B","3","C3","Cree que la acción mala decepciona al padre.","opaq","acción",24,1385,1
"388","B","3","C2","Comenta que su suelo blanco demanda mucho cuidado.","transp","suelo",25,1263,1
"389","B","3","C3","Indica que la reunión cómica divierte a todos.","opaq","reunión",26,1428,1
"390","B","3","C2","Declara que su carro antiguo contamina el ambiente.","transp","carro",27,1617,1
"391","B","3","C4","Menciona que su maíz morado lidera las ventas.","opaq","maíz",28,1499,0
"392","B","3","C4","Descubre que su paraguas barato soporta la lluvia.","opaq","paraguas",29,1833,0
"393","B","3","C2","Sugiere que su anillo rojo llama la atención.","transp","anillo",30,1506,1
"394","B","3","C3","Sostiene que la estación oscura necesita más luz.","opaq","estación",31,1802,1
"395","B","3","C2","Opina que su cuero negro cautiva al cliente.","transp","cuero",32,1568,1
"396","B","3","C1","Manifiesta que la piedra preciosa sorprende al hombre.","transp","piedra",33,2608,1
"397","A","37","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,8281,1
"398","A","37","C1","Anuncia que el palo roto crea más basura.","transp","palo",2,2587,1
"399","A","37","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",3,3151,1
"400","A","37","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",4,3516,1
"401","A","37","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",5,2837,1
"402","A","37","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",6,3353,1
"403","A","37","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",7,2907,1
"404","A","37","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",8,2710,1
"405","A","37","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",9,3420,0
"406","A","37","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",10,2927,1
"407","A","37","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",11,2777,1
"408","A","37","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",12,3453,1
"409","A","37","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",13,3048,1
"410","A","37","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",14,3265,1
"411","A","37","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",15,3571,1
"412","A","37","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",16,3146,1
"413","A","37","C2","Comenta que su silla rosada mejora la sala.","transp","silla",17,5729,1
"414","A","37","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",18,3177,1
"415","A","37","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",19,2333,1
"416","A","37","C2","Opina que su novela trágica divide al pueblo.","transp","novela",20,3965,1
"417","A","37","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",21,4717,0
"418","A","37","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",22,2943,1
"419","A","37","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",23,5085,0
"420","A","37","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",24,4158,1
"421","A","37","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",25,3457,1
"422","A","37","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",26,3028,1
"423","A","37","C2","Indica que su revista cómica divierte a todos.","transp","revista",27,2809,1
"424","A","37","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",28,4020,0
"425","A","37","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",29,5063,0
"426","A","37","C2","Cree que su cena mala decepciona al padre.","transp","cena",30,2498,1
"427","A","37","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",31,2995,1
"428","A","37","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",32,2348,1
"429","A","37","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",33,2508,1
"430","A","38","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5515,1
"431","A","38","C1","Piensa que la iglesia estricta molesta al joven.","transp","iglesia",2,1848,1
"432","A","38","C4","Menciona que su maíz morado lidera las ventas.","opaq","maíz",3,1452,1
"433","A","38","C2","Declara que su carro antiguo contamina el ambiente.","transp","carro",4,1565,1
"434","A","38","C2","Cuenta que su cuadro famoso representa su vida.","transp","cuadro",5,2426,0
"435","A","38","C3","Cree que la acción mala decepciona al padre.","opaq","acción",6,2134,1
"436","A","38","C4","Explica que su cinturón mediano resulta más práctico.","opaq","cinturón",7,2730,1
"437","A","38","C4","Descubre que su paraguas barato soporta la lluvia.","opaq","paraguas",8,1950,1
"438","A","38","C3","Sostiene que la estación oscura necesita más luz.","opaq","estación",9,2369,1
"439","A","38","C4","Cree que su pastel típico lleva demasiados ingredientes.","opaq","pastel",10,1659,1
"440","A","38","C3","Opina que la situación trágica divide al pueblo.","opaq","situación",11,2053,1
"441","A","38","C1","Dice que la sala limpia recibe más turistas.","transp","sala",12,1713,1
"442","A","38","C4","Indica que su hospital pequeño contrata a estudiantes.","opaq","hospital",13,1704,1
"443","A","38","C1","Señala que la fiesta perfecta requiere preparación.","transp","fiesta",14,1938,1
"444","A","38","C1","Declara que la lámpara rara confunde al rey.","transp","lámpara",15,1400,1
"445","A","38","C1","Menciona que la falda dorada causa sorpresa.","transp","falda",16,1550,1
"446","A","38","C1","Piensa que la charla larga produce insomnio.","transp","charla",17,1396,1
"447","A","38","C2","Comenta que su suelo blanco demanda mucho cuidado.","transp","suelo",18,1349,1
"448","A","38","C2","Sugiere que su anillo rojo llama la atención.","transp","anillo",19,1414,1
"449","A","38","C3","Aclara que la imagen secreta resuelve el misterio.","opaq","imagen",20,1520,1
"450","A","38","C2","Anuncia que su palo roto crea más basura.","transp","palo",21,1257,1
"451","A","38","C4","Descubre que su borrador bueno vale menos dinero.","opaq","borrador",22,1661,0
"452","A","38","C3","Cuenta que la canción bonita gana el concurso.","opaq","canción",23,1938,1
"453","A","38","C3","Indica que la reunión cómica divierte a todos.","opaq","reunión",24,1630,1
"454","A","38","C3","Aclara que la opinión pública trae problemas.","opaq","opinión",25,1542,1
"455","A","38","C4","Anuncia que su jardín sucio disgusta al invitado.","opaq","jardín",26,1727,1
"456","A","38","C1","Avisa de que la máquina moderna repara el sistema.","transp","máquina",27,1615,1
"457","A","38","C1","Manifiesta que la piedra preciosa sorprende al hombre.","transp","piedra",28,1580,1
"458","A","38","C2","Opina que su cuero negro cautiva al cliente.","transp","cuero",29,1292,1
"459","A","38","C3","Comenta que la pared rosada mejora la sala.","opaq","pared",30,1348,1
"460","A","38","C4","Avisa de que su metal sagrado tiene poderes mágicos.","opaq","metal",31,4681,1
"461","A","38","C2","Dice que su colegio nuevo cuesta mucho dinero.","transp","colegio",32,1558,1
"462","A","38","C2","Demuestra que su zapato caro resiste la lluvia.","transp","zapato",33,1469,1
"463","A","40","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4728,1
"464","A","40","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",2,1316,1
"465","A","40","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",3,1806,1
"466","A","40","C1","Opina que la novela trágica divide al pueblo.","transp","novela",4,1795,1
"467","A","40","C1","Aclara que la escuela pública trae problemas.","transp","escuela",5,1671,1
"468","A","40","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",6,2350,0
"469","A","40","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",7,1616,1
"470","A","40","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",8,1454,1
"471","A","40","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",9,1535,1
"472","A","40","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",10,1240,1
"473","A","40","C1","Indica que la revista cómica divierte a todos.","transp","revista",11,1446,1
"474","A","40","C1","Cree que la cena mala decepciona al padre.","transp","cena",12,1338,1
"475","A","40","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",13,1429,1
"476","A","40","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",14,2007,1
"477","A","40","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",15,1442,1
"478","A","40","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",16,1629,1
"479","A","40","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",17,1614,1
"480","A","40","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",18,1488,1
"481","A","40","C1","Comenta que la silla rosada mejora la sala.","transp","silla",19,1146,1
"482","A","40","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",20,1250,1
"483","A","40","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",21,1643,1
"484","A","40","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",22,1635,1
"485","A","40","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",23,1589,1
"486","A","40","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",24,2995,0
"487","A","40","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",25,1321,1
"488","A","40","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",26,1307,1
"489","A","40","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",27,1557,0
"490","A","40","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",28,1570,1
"491","A","40","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",29,1880,1
"492","A","40","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",30,2231,1
"493","A","40","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",31,1957,1
"494","A","40","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",32,1542,1
"495","A","40","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",33,1589,1
"496","A","41","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4703,1
"497","A","41","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",2,1749,1
"498","A","41","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",3,1538,1
"499","A","41","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",4,1668,1
"500","A","41","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",5,1483,1
"501","A","41","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",6,1444,0
"502","A","41","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",7,1933,1
"503","A","41","C2","Indica que su revista cómica divierte a todos.","transp","revista",8,1711,1
"504","A","41","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",9,1694,1
"505","A","41","C2","Comenta que su silla rosada mejora la sala.","transp","silla",10,1557,1
"506","A","41","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",11,1362,1
"507","A","41","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",12,1647,1
"508","A","41","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",13,1455,1
"509","A","41","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",14,2082,1
"510","A","41","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",15,1228,1
"511","A","41","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",16,1386,1
"512","A","41","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",17,1830,1
"513","A","41","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",18,1473,1
"514","A","41","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",19,2079,1
"515","A","41","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",20,1531,1
"516","A","41","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",21,1355,1
"517","A","41","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",22,2207,1
"518","A","41","C1","Anuncia que el palo roto crea más basura.","transp","palo",23,1291,1
"519","A","41","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",24,2780,0
"520","A","41","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",25,1517,1
"521","A","41","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",26,1085,1
"522","A","41","C2","Opina que su novela trágica divide al pueblo.","transp","novela",27,1520,1
"523","A","41","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",28,2018,1
"524","A","41","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",29,1271,1
"525","A","41","C2","Cree que su cena mala decepciona al padre.","transp","cena",30,1340,1
"526","A","41","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",31,1513,1
"527","A","41","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",32,1759,1
"528","A","41","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",33,1734,1
"529","A","44","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5610,1
"530","A","44","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",2,2604,1
"531","A","44","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",3,2587,1
"532","A","44","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",4,2002,1
"533","A","44","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",5,1946,1
"534","A","44","C1","Cree que la cena mala decepciona al padre.","transp","cena",6,1809,1
"535","A","44","C1","Aclara que la escuela pública trae problemas.","transp","escuela",7,1897,1
"536","A","44","C1","Opina que la novela trágica divide al pueblo.","transp","novela",8,1846,1
"537","A","44","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",9,1981,1
"538","A","44","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",10,2078,1
"539","A","44","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",11,2657,1
"540","A","44","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",12,1772,1
"541","A","44","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",13,1687,1
"542","A","44","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",14,1638,1
"543","A","44","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",15,1928,1
"544","A","44","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",16,1770,1
"545","A","44","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",17,1367,1
"546","A","44","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",18,1717,1
"547","A","44","C1","Comenta que la silla rosada mejora la sala.","transp","silla",19,1355,1
"548","A","44","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",20,1671,1
"549","A","44","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",21,1609,1
"550","A","44","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",22,1445,1
"551","A","44","C1","Indica que la revista cómica divierte a todos.","transp","revista",23,1704,1
"552","A","44","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",24,1621,1
"553","A","44","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",25,1460,1
"554","A","44","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",26,1586,1
"555","A","44","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",27,1687,1
"556","A","44","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",28,2342,1
"557","A","44","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",29,1603,1
"558","A","44","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",30,1690,1
"559","A","44","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",31,1754,1
"560","A","44","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",32,1587,1
"561","A","44","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",33,1602,1
"562","A","47","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5760,1
"563","A","47","C3","Cuenta que el lugar famoso representa su vida.","opaq","lugar",2,3210,0
"564","A","47","C4","Comenta que su pared rosada mejora la sala.","opaq","pared",3,2969,1
"565","A","47","C1","Indica que el mercado pequeño contrata a estudiantes.","transp","mercado",4,3327,1
"566","A","47","C3","Sugiere que el pantalón rojo llama la atención.","opaq","pantalón",5,2656,1
"567","A","47","C3","Demuestra que el maletín caro resiste la lluvia.","opaq","maletín",6,2893,1
"568","A","47","C1","Menciona que el bolso morado lidera las ventas.","transp","bolso",7,2825,1
"569","A","47","C2","Señala que su fiesta perfecta requiere preparación.","transp","fiesta",8,3148,1
"570","A","47","C4","Aclara que su opinión pública trae problemas.","opaq","opinión",9,3029,1
"571","A","47","C4","Opina que su situación trágica divide al pueblo.","opaq","situación",10,2946,1
"572","A","47","C2","Dice que su sala limpia recibe más turistas.","transp","sala",11,2835,1
"573","A","47","C2","Avisa de que su máquina moderna repara el sistema.","transp","máquina",12,2687,1
"574","A","47","C1","Descubre que el sombrero barato soporta la lluvia.","transp","sombrero",13,2783,1
"575","A","47","C4","Aclara que su imagen secreta resuelve el misterio.","opaq","imagen",14,2902,1
"576","A","47","C2","Menciona que su falda dorada causa sorpresa.","transp","falda",15,3189,1
"577","A","47","C2","Piensa que su iglesia estricta molesta al joven.","transp","iglesia",16,2814,1
"578","A","47","C1","Explica que el tamaño mediano resulta más práctico.","transp","tamaño",17,2929,1
"579","A","47","C1","Avisa de que el templo sagrado tiene poderes mágicos.","transp","templo",18,3388,1
"580","A","47","C3","Declara que el camión antiguo contamina el ambiente.","opaq","camión",19,3038,1
"581","A","47","C2","Piensa que su charla larga produce insomnio.","transp","charla",20,2484,1
"582","A","47","C3","Dice que el proyector nuevo cuesta mucho dinero.","opaq","proyector",21,3059,1
"583","A","47","C4","Cuenta que su canción bonita gana el concurso.","opaq","canción",22,3075,1
"584","A","47","C2","Manifiesta que su piedra preciosa sorprende al hombre.","transp","piedra",23,3827,1
"585","A","47","C4","Cree que su acción mala decepciona al padre.","opaq","acción",24,2844,1
"586","A","47","C3","Anuncia que el cristal roto crea más basura.","opaq","cristal",25,2480,1
"587","A","47","C1","Cree que el plato típico lleva demasiados ingredientes.","transp","plato",26,3078,1
"588","A","47","C1","Anuncia que el vaso sucio disgusta al invitado.","transp","vaso",27,2933,1
"589","A","47","C4","Indica que su reunión cómica divierte a todos.","opaq","reunión",28,2856,1
"590","A","47","C3","Opina que el collar negro cautiva al cliente.","opaq","collar",29,2698,1
"591","A","47","C2","Declara que su lámpara rara confunde al rey.","transp","lámpara",30,3073,1
"592","A","47","C3","Comenta que el sillón blanco demanda mucho cuidado.","opaq","sillón",31,2841,1
"593","A","47","C1","Descubre que el teclado bueno vale menos dinero.","transp","teclado",32,2666,1
"594","A","47","C4","Sostiene que su estación oscura necesita más luz.","opaq","estación",33,3960,1
"595","A","48","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,6053,1
"596","A","48","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",2,1949,1
"597","A","48","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",3,1812,1
"598","A","48","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",4,1752,1
"599","A","48","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",5,1656,1
"600","A","48","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",6,1616,1
"601","A","48","C1","Cree que la cena mala decepciona al padre.","transp","cena",7,1275,1
"602","A","48","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",8,1735,1
"603","A","48","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",9,1630,1
"604","A","48","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",10,1605,1
"605","A","48","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",11,1575,1
"606","A","48","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",12,1759,1
"607","A","48","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",13,1467,1
"608","A","48","C1","Indica que la revista cómica divierte a todos.","transp","revista",14,1572,1
"609","A","48","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",15,1322,1
"610","A","48","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",16,2217,1
"611","A","48","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",17,1211,1
"612","A","48","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",18,4275,1
"613","A","48","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",19,1444,1
"614","A","48","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",20,1634,1
"615","A","48","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",21,1387,1
"616","A","48","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",22,1591,1
"617","A","48","C1","Aclara que la escuela pública trae problemas.","transp","escuela",23,1501,1
